time,x,y,z,pitch,yaw,roll,speed_m_s
0.0,-0.01037130637455345,0.0007620878390434497,0.16523689249832585,89.8758711259193,-0.2626271467813465,0.7254339001509108,0.0
0.041666666666666664,-0.012049228819950278,0.0038922800508794197,0.18093281230977531,79.22626393909941,-12.731246902647008,2.7253664284429813,-0.04027013868952389
0.08333333333333333,-0.014677142487609327,0.005336884090266122,0.19030440005339747,76.33631242514055,-21.1284961031308,5.099667414056915,-0.06306992802381717
0.125,-0.0176783434035592,0.0029621244905260816,0.19641345616474618,79.85557066186556,-25.579053421434274,7.2279023601176435,-0.07202882198279693
0.16666666666666666,-0.01945140552251446,0.001211362995002953,0.20191385638483672,81.04784822361142,-27.301716028368897,9.550720987218888,-0.04255349085492627
0.20833333333333334,-0.01985075648302374,0.0037019904954504225,0.20549418196790792,79.83171660668359,-26.76839029013124,11.64357140513761,-0.009584423052222707
0.25,-0.017956595883528423,0.007395652397737227,0.20483111740545196,79.6160063864563,-24.832047303970704,13.016530573601402,0.045459854387887605
0.2916666666666667,-0.013511437308467879,0.00919688443212861,0.19921537035608575,80.3849722616612,-21.308686637008805,13.92542802567822,0.10668380580145305
0.3333333333333333,-0.0064551714405714925,0.009223945138215851,0.18824550624742994,81.85474144419501,-15.896714777280359,14.527341421284893,0.1693503808295133
0.375,0.003239902052871993,0.008322175594386003,0.17161098039082207,83.56561416624533,-8.248805660809653,14.778674336004746,0.23268176384264366
0.4166666666666667,0.012402658818911923,0.002722996659237818,0.1613980429808033,86.94129803435217,-3.9545755739287802,13.71593552135854,0.21990616238495833
0.4583333333333333,0.018133201318334076,-0.0032598441845664424,0.15464765195386485,88.15611719558746,-7.2390615776794816,12.932813415703803,0.13753301998613168
0.5,0.021969145697349514,-0.010841930449277096,0.15049806838776889,90.90100691980716,-10.927372705290333,13.320874208009991,0.09206266509637051
0.5416666666666666,0.025772419270694274,-0.016873068306905516,0.14830239441514756,91.3383188526578,-12.059833422766465,13.357916850974027,0.09127856576027424
0.5833333333333334,0.030006359060832995,-0.018159807833016784,0.14806107235230673,91.33791026325657,-12.220089211664828,13.309369668130536,0.1016145549633293
0.625,0.035200121718843506,-0.018294226950597164,0.14949311227468967,91.94196336327384,-12.79822733313549,13.512443743941315,0.12465030379225228
0.6666666666666666,0.041748161585418296,-0.01398020563057399,0.15682236159123084,89.4123866112085,-12.653495254426462,13.689174386100296,0.15715295679779495
0.7083333333333334,0.05022159914502898,-0.005908451791274949,0.16278207973583883,86.67713091776801,-11.024145818972405,13.676572298168185,0.20336250143065643
0.75,0.0615770718651721,0.0035598662985402863,0.16421067455565666,84.54195020414899,-7.760964205288801,13.403495995851623,0.2725313452834348
0.7916666666666666,0.07451136508085306,0.0113841208012734,0.1626186981956235,83.69601139995407,-4.235677671930575,13.095319827288419,0.310423037176343
